"Date.Lodged","National","Ashburton District","Auckland","Buller District","Carterton District","Central Hawkes Bay District","Central Otago District","Christchurch","Clutha District","Dunedin","Far North District","Franklin District","Gisborne District","Gore District","Grey District","Hamilton","Hastings District","Hauraki District","Horowhenua District","Hurunui District","Invercargill","Kaikoura District","Kaipara District","Kapiti Coast District","Kawerau District","Lower Hutt","Mackenzie District","Manawatu District","Manukau","Marlborough District","Masterton District","Matamata-Piako District","Napier","Nelson","New Plymouth District","North Shore","Opotiki District","Otorohanga District","Palmerston North","Papakura District","Porirua","Queenstown-Lakes District","Rangitikei District","Rodney District","Rotorua District","Ruapehu District","Selwyn District","South Taranaki District","South Waikato District","South Wairarapa District","Southland District","Stratford District","Tararua District","Tasman District","Taupo District","Tauranga District","Thames-Coromandel District","Timaru District","Upper Hutt","Waikato District","Waimakariri District","Waimate District","Waipa District","Wairoa District","Waitakere","Waitaki District","Waitomo District","Wanganui District","Wellington","Western Bay Of Plenty District","Westland District","Whakatane District","Whangarei District"
"1993-11-01",164.744476312123,112.375,204.195046439628,93.6363636363636,109.375,117.333333333333,117.291666666667,154.379186602871,106.7375,167.720116618076,122.459821428571,162.625,124.540540540541,84.375,129.473684210526,150.470997679814,142.071428571429,118.125,118.033898305085,105,111.43652173913,86.6666666666667,96.25,147.575757575758,115.309090909091,168.125,70,128.12962962963,194.917197452229,132.34375,107.917525773196,119.375,149.065693430657,157.299270072993,137.75974025974,221.71218487395,105.24,123,164.168852459016,184.432989690722,164.616279069767,185.869565217391,106.2759375,172.202380952381,133.577405857741,92.109375,150.384615384615,116.188679245283,109.925373134328,108.042857142857,91.8,95.75,102.948717948718,139.761904761905,124.065420560748,160.509433962264,130.285714285714,111.71186440678,171.365416666667,121.341666666667,140.977272727273,NA,136.039682539683,102.394444444444,186.348432055749,101.5,101.333333333333,123.102362204724,192.56767578125,134.342105263158,NA,130.52196969697,131.125954198473
"1993-12-01",168.318753661394,113.074074074074,217.783100107643,106.875,112.727272727273,103.466666666667,120.4975,153.439202551834,83.08,162.34375,126.309523809524,157.584905660377,149.615384615385,97.1818181818182,124.375,149.878571428571,146.033613445378,125,123.536585365854,NA,113.43956043956,NA,100.475,152.926829268293,108.461538461538,182.46978021978,NA,143.611111111111,196.228021978022,139.117647058824,114.103448275862,118.272727272727,144.866071428571,151.079136690647,140.271084337349,218.754794520548,124.6,NA,165.801176470588,179.242857142857,189.098360655738,200.20625,116.666666666667,170.341463414634,132.944444444444,109.473684210526,100.85,121.607142857143,101.851851851852,117.727272727273,126.55,96.1,108.75,142.571428571429,128.979591836735,154.883783783784,132.083333333333,105.545454545455,157.453333333333,127.852459016393,140.740740740741,92.2222222222222,141.127450980392,NA,196.425120772947,105.357142857143,115.833333333333,114.673076923077,203.207744034707,140.545454545455,110.08,132.5,129.714285714286
"1994-01-01",167.546052434457,126.363636363636,214.515854063018,79.1428571428571,NA,102.6875,108.5,160.517818574514,75.8277777777778,160.388916876574,115.505,149.723684210526,131.149425287356,111,114.84375,146.936403508772,142.757009345794,116.075,122.109090909091,90.8333333333333,103.963883495146,84.6333333333333,103.38125,153.448275862069,117,156.307225806452,NA,131.716666666667,200.602857142857,134.692307692308,106.302325581395,118.922040816327,147.153153153153,153.347402597403,137.820320855615,227.805248618785,NA,NA,165.649180327869,193.526315789474,169.915254237288,167.03125,101.157222222222,175.2640625,134.173850574713,99.2105263157895,148.5,117.84875,110.627906976744,99.5833333333333,NA,101.111111111111,97.1785714285714,133.136170212766,131.186363636364,162.099056603774,126.35,109.939759036145,150.609756097561,117.142307692308,145.238095238095,NA,143.40625,78.71,188.928571428571,95.075,92.8571428571429,124.882716049383,207.244769874477,134.69696969697,NA,143.777884615385,134.332258064516
"1994-02-01",166.627972560976,102.324137931034,214.270933884298,86.873,108.13,105.714285714286,111.470967741935,161.659906103286,79.1131578947368,164.11884057971,123.910483870968,150.568965517241,132.348936170213,91.6666666666667,108.535714285714,143.8275,140.36641221374,119.791666666667,117.943661971831,80.15,105.888157894737,95.0333333333333,98.4708333333333,153.671875,119.772727272727,184.502717391304,NA,142.717391304348,209.643930635838,130.018181818182,115.109090909091,122.5,151.721739130435,154.5546875,141.732631578947,216.888185654008,118,NA,170.925346756152,183.75,176.307692307692,180.208333333333,105.933333333333,175.692307692308,138.301507537688,89.2666666666667,141.153846153846,98.4811111111111,105.519230769231,111.923076923077,74.1125,92.3076923076923,110.827586206897,137.028571428571,126.488659793814,158.6025,130.6425,109.558382352941,151.964912280702,122.241911764706,142.22641025641,NA,135.42256097561,84.7546153846154,182.923382899628,91.075,NA,122.225,202.613839285714,136.785714285714,118.375,140.672222222222,121.07037037037
"1994-03-01",170.034543331604,107.746666666667,225.252746575342,84.2307692307692,113.333333333333,114.615384615385,103.402380952381,163.466856309263,82.2,169.924587155963,118.902173913043,155.368421052632,127.855555555556,94.2842105263158,119.666666666667,147.644444444444,145.381578947368,123.579069767442,129.38961038961,87.0444444444445,110.789375,NA,114.3875,144.763076923077,105.576,168.278225806452,52.32,131.8,200.131474103586,132.802197802198,113.438202247191,122.388235294118,144.212903225806,156.42328042328,134.721616541353,229.410460992908,116.875,NA,173.639099378882,176.992424242424,176.633333333333,196.302083333333,97.4235294117647,165.938405797101,131.162264150943,98.6451612903226,160.394736842105,109.93,111.5,113.333333333333,82.7222222222222,96.1538461538462,98.1136585365854,143.87037037037,130.53984962406,155.672955974843,119.910526315789,109.377578947368,165.357142857143,118.375,150.348837209302,NA,141.157303370787,87.3642857142857,194.738870056497,100,95.9444444444444,118.6171875,208.690625,140.05243902439,122.111111111111,138,132.229447852761
"1994-04-01",169.628706885246,114.263157894737,220.759880358923,85.79625,105.833333333333,111.697647058824,102.523529411765,162.318110137672,92.8222222222222,161.130914826498,120.845,155.612676056338,136.45,101.052631578947,119.444444444444,147.368343195266,147.495238095238,115.80652173913,119.47619047619,NA,112.811111111111,NA,107.5,143.375,119.583333333333,166.688118811881,NA,127.65625,204.952865168539,136.714285714286,111.314516129032,121.354166666667,146.159663865546,153.472440944882,136.761827956989,225.692134831461,NA,118.888888888889,175.128834355828,186.5,169.435483870968,185.7875,106.529545454545,179.712871287129,135.460674157303,92.2941176470588,132.777777777778,115.833333333333,99.4558823529412,108.42,92.9916666666667,92.8571428571429,103.845714285714,144.6216,134.484782608696,160.165938864629,127.976744186047,108.846153846154,167.26,111.008653846154,149.583333333333,100,137.177419354839,NA,191.372107279693,98.376875,73.58125,116.934065934066,215.352127659574,135.694444444444,135,140.884920634921,131.672348484848
"1994-05-01",169.685673917919,110.15,223.346806790622,106.875,109,119.75,110.684615384615,156.234911180773,89.2307692307692,159.973549295775,122.771875,158.791208791209,137.738666666667,96.0714285714286,107.025,151.625258799172,147.928571428571,124.512820512821,119.117647058824,92.0285714285714,112.365853658537,NA,106.875,151.785714285714,115.633333333333,173.327868852459,NA,138.461538461538,204.737068965517,130.736263736264,112.572580645161,118.240740740741,150.621376811594,154.176923076923,137.142857142857,233.243194192378,109.35,NA,157.812949640288,182.5,183.28125,192.379716981132,102.34375,178.973214285714,138.490697674419,107.5,151.666666666667,114.55,109.08904109589,106.764705882353,80,100.610526315789,99.375,131.19652173913,143.326923076923,160.565573770492,118.088541666667,106.036363636364,160.347826086957,111.640625,147.076923076923,91.1111111111111,142.76,78.4,196.226053639847,102.1875,93.1818181818182,119.021551724138,199.39439453125,136.666666666667,89.86,144.923076923077,130.563664596273
"1994-06-01",169.737393539734,111.986206896552,225.800685950413,111.666666666667,114.416666666667,112.817894736842,118.941935483871,159.130833333333,83.6882352941176,148.678913738019,129.257042253521,162.218390804598,132.75641025641,105.357142857143,118.378378378378,155.374390243902,144.510273972603,110.516,124.342253521127,91.6428571428571,107.854424778761,113.285714285714,92.9166666666667,149.328358208955,120.888888888889,172.594660194175,78.0714285714286,136.344444444444,214.152649006623,132.975,111.760563380282,125.3,150.480769230769,156.115646258503,139.796380090498,231.89816700611,104,NA,157.949027237354,183.625,171.186170212766,181.029197080292,113.47619047619,179.082568807339,141.3,107.954545454545,141.25,118.584745762712,112.480147058824,107,81.1230769230769,100,112.375,136.944827586207,129.624096385542,164.974910394265,131.418333333333,115.724683544304,161.807228915663,118.030434782609,136.697674418605,NA,141.718686868687,93.73,195.732394366197,89.3629411764706,91.6222222222222,116.964028776978,203.064917127072,139.166666666667,NA,128.189215686275,129.505454545455
"1994-07-01",170.616328926233,115.15,231.048655862726,103.591428571429,117,111.402105263158,119.535862068966,160.908595146871,96.0571428571428,146.156785714286,127.207608695652,156.534090909091,137.947368421053,92.0333333333333,125.833333333333,149.223544973545,147.577160493827,126.321212121212,126.637037037037,NA,112.866116504854,128,112.333333333333,157.736363636364,127.272727272727,167.391666666667,57.375,202.391304347826,208.434725848564,139.552957746479,112.75,117.5,150.8,156.47619047619,149.191869918699,240.786681715576,NA,NA,151.853773584906,186.448275862069,158.8,193.823529411765,103.430416666667,176.53007518797,138.543859649123,116.590909090909,109.375,114.268292682927,115.521739130435,NA,84.1052631578947,105.454545454545,99.4545454545455,133.595744680851,140.902777777778,161.825,130.13125,107.741617647059,162.142857142857,124.538461538462,136.6025,95.6888888888889,138.0515625,91,192.428825622776,91.3636363636364,99.1176470588235,122.868421052632,206.911974522293,140.326086956522,115.48,137.796610169492,131.212
"1994-08-01",170.564155490572,123.076923076923,225.225152542373,117.5,104.166666666667,121.5625,114.911764705882,156.909039010466,83.9285714285714,142.266798679868,133.285087719298,158.35,133.962962962963,97.65,112.857142857143,153.86442516269,142.357382550336,124.142857142857,119.258620689655,68.1125,116.144557823129,NA,102.0625,153.25652173913,119.074074074074,170.707983193277,92.8571428571429,128.25,207.672413793103,134.245888888889,115,121.333333333333,148.71610738255,155.521472392638,139.244644549763,231.777777777778,111.25,114.444444444444,155.717857142857,183.930215827338,170.747126436782,193.65,106.578947368421,181.885135135135,140.049657534247,96.1458333333333,143.727272727273,116.891304347826,113.666666666667,110.454545454545,88.72,95.4347826086957,97.6279069767442,144.651162790698,133.43305785124,160.369003690037,134.263709677419,107.391954022989,150.942028985507,128.543209876543,143,NA,143.351648351648,103.571428571429,197.682507462687,105.684210526316,111.428571428571,122.604166666667,207.465833333333,130.910465116279,102.5,128.672131147541,133.799401197605
"1994-09-01",172.870850232362,117.692307692308,231.704131652661,102.5,114.583333333333,118.432258064516,113.5,156.536093418259,81.5285714285714,143.429508196721,126.612903225806,161.017156862745,132.381707317073,98,119.285714285714,151.878440366972,147.576158940397,118.488372093023,122.847222222222,92.2,114.851209677419,110,103.25,152.745555555556,117.916666666667,174.664444444444,NA,139.3,210.781052631579,132.878571428571,115.971830985915,128.673469387755,150.353107344633,161.048780487805,143.540948275862,236.550185873606,111.625,NA,154.500191570881,195.780701754386,182.842105263158,200.071428571429,104.633125,181.423728813559,139.01376146789,94.5217391304348,132.946153846154,115.939361702128,102.116478873239,113.181818181818,98.2666666666667,95.3333333333333,108.833333333333,146.702380952381,133.950980392157,168.537109375,118.056603773585,106.987179487179,161.381578947368,113.179508196721,138.771739130435,81.96,143.951612903226,109,192.732919254658,103.611111111111,104.346153846154,122.175572519084,213.835203703704,134.668918918919,113.72,136.159322033898,132.726453488372
"1994-10-01",173.611086539691,116.764705882353,241.361371769384,106.357142857143,114.375,119.769230769231,114.285714285714,157.992855477855,82.6083333333333,192.830284090909,123.439795918367,162.619047619048,133.534246575342,99.375,126.85,150.919452887538,145.149253731343,123.384615384615,125.160714285714,105,114.230508474576,105,101.666666666667,150.383333333333,136.25,167.361538461538,78.75,131.5,204.138461538462,135.8375,111.818181818182,124.421276595745,147.775,156.022727272727,143.437222222222,235.459330143541,NA,NA,161.284536082474,189.050387596899,173.390804597701,201.512658227848,111.25,175.971544715447,142.490099009901,97.4333333333333,150.769230769231,114.905681818182,111.541666666667,95.3083333333333,93.56,79.4444444444444,103.037037037037,142.727272727273,138.237179487179,162.861924686192,126.571428571429,114.565217391304,146.14406779661,112.813559322034,147.571428571429,90,139.126984126984,91.2857142857143,200.7962109375,101.666666666667,103.571428571429,124.020491803279,213.569929078014,130.058823529412,NA,133.344827586207,137.131118881119
"1994-11-01",175.321703470032,108.117647058824,234.28176910299,111.666666666667,119.375,120.111111111111,110.151515151515,161.971611721612,82.5,164.302670623145,131.738888888889,167.681818181818,138.069886363636,103.04347826087,126.101538461538,157.056053811659,147.220779220779,124.04347826087,119.466101694915,110.166666666667,117.959677419355,NA,95.4972222222222,157.382352941176,125.4,177.536458333333,NA,136.538461538462,218.031319910515,137.28813559322,112.920634920635,115.982142857143,153.276223776224,162.313868613139,145.317708333333,243.459518599562,NA,NA,165.560740740741,190.849462365591,179.736111111111,209.958333333333,110.999032258065,207.857843137255,139.160305343511,96.6,144.038461538462,117.830188679245,115.935185185185,98.025,105,97.6315789473684,105.835135135135,145.475,132.544642857143,162.881818181818,128.578431372549,107.001587301587,148.92803030303,115.736875,156.176470588235,112.777777777778,140.688311688312,100.5,203.885095057034,107.181818181818,89.6888888888889,121.336206896552,218.796895074946,147.368421052632,145.714285714286,140.096153846154,137.511956521739
"1994-12-01",178.747332886805,112.045454545455,248.772727272727,114.1,120,108.333333333333,115.714285714286,166.932876712329,90.6,157.339178082192,139.592,169.489436619718,137.501298701299,95.1142857142857,126.25,160.668845315904,147.5875,124.766666666667,127.047619047619,114.166666666667,115.940891089109,NA,95,153.390625,115.294117647059,177.224043715847,73,145.371428571429,217.808539944904,138.44776119403,117.375,124.651162790698,150.352905982906,148.52,137.427480916031,250.277777777778,NA,116.666666666667,156.326691729323,191.072164948454,170.611111111111,193.8125,108.390909090909,189.949367088608,142.36525974026,89.921875,119,118.148648648649,121.322333333333,103.233333333333,84.5833333333333,103.461538461538,102.029444444444,148.088235294118,123.701298701299,164.539634146341,140,117.723404255319,169.044117647059,116.183050847458,148.518518518519,103.75,153.178571428571,108.142857142857,204.199134199134,93.6666666666667,102.857142857143,119.5,210.138272138229,148.541666666667,130,138.225490196078,136.422093023256
"1995-01-01",178.84675170068,111.226666666667,240.643252305113,104.6625,120,108.636363636364,114.035,169.070195627158,78.2888888888889,176.64234828496,129.548529411765,164.321875,139.674698795181,104.285714285714,115.961538461538,155.922340425532,148.333333333333,125.147058823529,125.071428571429,96.3,116.95652173913,109.6,106.785714285714,159.149019607843,124.1,170.497076023392,107,128.870967741935,218.536047120419,140.188405797101,114.266666666667,115.411224489796,155.201438848921,153.026119402985,148.69,248.363636363636,96.3333333333333,NA,172.24862745098,185.857142857143,184.142857142857,200.532258064516,95.6042105263158,190.553398058252,140.602064220183,92.9473684210526,155.7,119.354838709677,119.222222222222,NA,93.15,100.666666666667,109.305555555556,140.977,131.333333333333,169.282407407407,135.384615384615,109.915714285714,164.530612244898,133.379850746269,144.966666666667,94.1333333333333,154.413636363636,97.8616666666667,210.821428571429,102.8125,NA,126.528301886792,212.205769230769,135.292682926829,106.4,127.982456140351,135.776595744681
"1995-02-01",177.283076408254,107.735,255.674358974359,104.444444444444,106.363636363636,115.181428571429,114.653571428571,170.372769953052,92.49375,158.485185185185,122.857638888889,164.119230769231,133.342857142857,101.538461538462,114.352631578947,157.450951417004,144.688679245283,118.877777777778,125.03904109589,NA,126.701682242991,111.266666666667,108.0075,161.515151515152,118.965517241379,175.069651741294,NA,138.46,224.082621082621,138.809523809524,116.803278688525,117.692307692308,153.165517241379,157.280612244898,138.256914893617,240.55764075067,114.2,NA,167.146396396396,184.2,182.014925373134,200.953431372549,101.298333333333,197.244210526316,146.450292397661,92.1590909090909,140.77,113.18,110.710606060606,92.7,87.9,92.61,105.365853658537,142.3,138.38202247191,169.367149758454,131.2,109.359638554217,155.056179775281,139.391935483871,152.41935483871,98.3,144.913793103448,80.5091666666667,207.796,108.495,128.333333333333,126.280991735537,215.619001751313,142.837837837838,83.46,140.957446808511,138.786458333333
"1995-03-01",181.283886952191,116.538461538462,253.149060225017,108.153846153846,108.333333333333,127.524,125.090476190476,169.761106927711,89.05,168.614648729447,130.423684210526,164.401869158878,137.629032258065,96.4,118.096774193548,163.857692307692,149.783333333333,121.00303030303,126.014492753623,74.445,113.869791666667,NA,121.828260869565,162.35,120.887096774194,173.835185185185,80.7222222222222,136.486486486486,223.051546391753,141.117647058824,115.921348314607,116.714285714286,154.036931818182,153.561797752809,143.995798319328,254.424342105263,114.384615384615,NA,189.653213751868,199.473684210526,184.977272727273,207.573529411765,103.75,191.94347826087,140.083333333333,97.0833333333333,155.128571428571,108.877049180328,113.194252873563,105.958823529412,86.8648148148148,102.826086956522,104.361607142857,135.325396825397,130.307874015748,169.176470588235,142.500793650794,111.836448598131,158.049019607843,122.874719101124,142.689583333333,86.225,145.794736842105,93.510625,215.189707446809,103.913043478261,89.49375,120.601265822785,219.89932885906,140.883617021277,113.185714285714,138.647058823529,134.369142857143
